,n,a,e,completeness,spread
288,4.0,1.0999999999999999,0.0,0.658,0.4000000000000001
289,5.0,1.0999999999999999,0.0,0.677,0.4000000000000001
290,1.0,1.0999999999999999,0.0,0.463,0.5000000000000001
291,2.0,1.0999999999999999,0.0,0.575,0.5000000000000001
292,3.0,1.0999999999999999,0.0,0.624,0.5000000000000001
293,4.0,1.0999999999999999,0.0,0.648,0.5000000000000001
294,5.0,1.0999999999999999,0.0,0.667,0.5000000000000001
295,1.0,1.0999999999999999,0.0,0.468,0.6000000000000001
296,2.0,1.0999999999999999,0.0,0.577,0.6000000000000001
297,3.0,1.0999999999999999,0.0,0.63,0.6000000000000001
298,4.0,1.0999999999999999,0.0,0.649,0.6000000000000001
299,5.0,1.0999999999999999,0.0,0.672,0.6000000000000001
300,1.0,1.0999999999999999,0.0,0.466,0.7000000000000002
301,2.0,1.0999999999999999,0.0,0.576,0.7000000000000002
302,3.0,1.0999999999999999,0.0,0.625,0.7000000000000002
303,4.0,1.0999999999999999,0.0,0.646,0.7000000000000002
304,5.0,1.0999999999999999,0.0,0.663,0.7000000000000002
305,1.0,1.0999999999999999,0.0,0.465,0.8000000000000003
306,2.0,1.0999999999999999,0.0,0.57,0.8000000000000003
307,3.0,1.0999999999999999,0.0,0.623,0.8000000000000003
308,4.0,1.0999999999999999,0.0,0.636,0.8000000000000003
309,5.0,1.0999999999999999,0.0,0.666,0.8000000000000003
310,1.0,1.0999999999999999,0.0,0.471,0.9000000000000001
311,2.0,1.0999999999999999,0.0,0.572,0.9000000000000001
312,3.0,1.0999999999999999,0.0,0.617,0.9000000000000001
313,4.0,1.0999999999999999,0.0,0.638,0.9000000000000001
314,5.0,1.0999999999999999,0.0,0.66,0.9000000000000001
315,1.0,1.0999999999999999,0.0,0.464,1.0000000000000002
316,2.0,1.0999999999999999,0.0,0.566,1.0000000000000002
317,3.0,1.0999999999999999,0.0,0.609,1.0000000000000002
318,4.0,1.0999999999999999,0.0,0.637,1.0000000000000002
319,5.0,1.0999999999999999,0.0,0.654,1.0000000000000002
320,1.0,1.0999999999999999,0.0,0.463,1.1000000000000003
321,2.0,1.0999999999999999,0.0,0.568,1.1000000000000003
322,3.0,1.0999999999999999,0.0,0.611,1.1000000000000003
323,4.0,1.0999999999999999,0.0,0.638,1.1000000000000003
324,5.0,1.0999999999999999,0.0,0.646,1.1000000000000003
325,1.0,1.0999999999999999,0.0,0.47,1.2000000000000004
326,2.0,1.0999999999999999,0.0,0.564,1.2000000000000004
327,3.0,1.0999999999999999,0.0,0.611,1.2000000000000004
328,4.0,1.0999999999999999,0.0,0.627,1.2000000000000004
329,5.0,1.0999999999999999,0.0,0.636,1.2000000000000004
