,n,a,e,completeness,spread
312,3.0,1.0999999999999999,0.0,0.564,0.9000000000000001
313,4.0,1.0999999999999999,0.0,0.582,0.9000000000000001
314,5.0,1.0999999999999999,0.0,0.61,0.9000000000000001
315,1.0,1.0999999999999999,0.0,0.466,1.0000000000000002
316,2.0,1.0999999999999999,0.0,0.524,1.0000000000000002
317,3.0,1.0999999999999999,0.0,0.567,1.0000000000000002
318,4.0,1.0999999999999999,0.0,0.588,1.0000000000000002
319,5.0,1.0999999999999999,0.0,0.603,1.0000000000000002
320,1.0,1.0999999999999999,0.0,0.464,1.1000000000000003
321,2.0,1.0999999999999999,0.0,0.527,1.1000000000000003
322,3.0,1.0999999999999999,0.0,0.558,1.1000000000000003
323,4.0,1.0999999999999999,0.0,0.6,1.1000000000000003
324,5.0,1.0999999999999999,0.0,0.609,1.1000000000000003
325,1.0,1.0999999999999999,0.0,0.469,1.2000000000000004
326,2.0,1.0999999999999999,0.0,0.534,1.2000000000000004
327,3.0,1.0999999999999999,0.0,0.563,1.2000000000000004
328,4.0,1.0999999999999999,0.0,0.587,1.2000000000000004
329,5.0,1.0999999999999999,0.0,0.605,1.2000000000000004
